companyAlias,employee,first_date,lastParticipationDate,stillExists,churn,comp_short,uid
5641f96713664c000332c8cd,22,2016-04-28 00:00:00,2017-03-20 00:00:00,True,0,6,6_22
5641f96713664c000332c8cd,23,2016-04-30 00:00:00,2017-03-20 16:01:33,True,0,6,6_23
5641f96713664c000332c8cd,42,2016-05-24 00:00:00,2017-03-20 00:00:00,True,0,6,6_42
5641f96713664c000332c8cd,45,2016-05-11 00:00:00,2017-03-20 00:00:00,True,0,6,6_45
5641f96713664c000332c8cd,48,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_48
5641f96713664c000332c8cd,49,2016-05-26 00:00:00,2017-03-20 16:01:33,True,0,6,6_49
5641f96713664c000332c8cd,51,2016-05-03 00:00:00,2017-03-18 00:00:00,True,0,6,6_51
5641f96713664c000332c8cd,59,2016-05-03 00:00:00,2017-03-10 00:00:00,True,0,6,6_59
5641f96713664c000332c8cd,60,2016-07-27 00:00:00,2017-03-19 00:00:00,True,0,6,6_60
5641f96713664c000332c8cd,61,2016-05-07 00:00:00,2017-02-16 00:00:00,True,0,6,6_61
5641f96713664c000332c8cd,62,2016-06-01 00:00:00,2017-02-20 18:13:19,True,0,6,6_62
5641f96713664c000332c8cd,65,2016-05-04 00:00:00,2017-03-18 18:44:28,True,0,6,6_65
5641f96713664c000332c8cd,66,2016-07-30 00:00:00,2017-03-01 00:00:00,True,0,6,6_66
5641f96713664c000332c8cd,68,2016-05-21 00:00:00,2017-02-09 00:00:00,True,0,6,6_68
5641f96713664c000332c8cd,71,2016-05-12 00:00:00,2017-03-15 00:00:00,True,0,6,6_71
5641f96713664c000332c8cd,78,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_78
5641f96713664c000332c8cd,79,2016-05-10 00:00:00,2017-03-16 00:00:00,True,0,6,6_79
5641f96713664c000332c8cd,81,2016-08-06 00:00:00,2017-03-20 16:01:33,True,0,6,6_81
5641f96713664c000332c8cd,87,2016-07-21 00:00:00,2016-12-27 00:00:00,False,1,6,6_87
5641f96713664c000332c8cd,88,2016-09-07 00:00:00,2017-03-02 16:54:09,True,0,6,6_88
5641f96713664c000332c8cd,91,2016-05-03 00:00:00,2017-03-20 00:00:00,True,0,6,6_91
5641f96713664c000332c8cd,92,2016-09-10 00:00:00,2017-03-20 00:00:00,True,0,6,6_92
5641f96713664c000332c8cd,94,2016-11-07 00:00:00,2017-03-16 00:00:00,True,0,6,6_94
5641f96713664c000332c8cd,95,2016-09-05 00:00:00,2017-03-19 18:53:32,True,0,6,6_95
5641f96713664c000332c8cd,96,2016-05-11 00:00:00,2017-03-14 00:00:00,True,0,6,6_96
5641f96713664c000332c8cd,98,2016-05-06 00:00:00,2017-03-20 00:00:00,True,0,6,6_98
5641f96713664c000332c8cd,101,2016-05-05 00:00:00,2017-03-19 00:00:00,True,0,6,6_101
5641f96713664c000332c8cd,102,2016-05-06 00:00:00,2017-03-20 00:00:00,True,0,6,6_102
5641f96713664c000332c8cd,110,2016-05-11 00:00:00,2017-02-02 00:00:00,True,0,6,6_110
5641f96713664c000332c8cd,112,2016-09-05 00:00:00,2017-02-02 00:00:00,True,0,6,6_112
5641f96713664c000332c8cd,116,2016-09-12 00:00:00,2017-03-15 00:00:00,True,0,6,6_116
5641f96713664c000332c8cd,121,2016-06-27 00:00:00,2017-03-17 16:20:24,True,0,6,6_121
5641f96713664c000332c8cd,122,2016-05-11 00:00:00,2017-03-20 00:00:00,True,0,6,6_122
5641f96713664c000332c8cd,126,2016-06-06 00:00:00,2017-03-20 16:01:33,True,0,6,6_126
5641f96713664c000332c8cd,127,2016-05-29 00:00:00,2017-03-17 00:00:00,True,0,6,6_127
5641f96713664c000332c8cd,128,2016-05-26 00:00:00,2017-03-20 00:00:00,True,0,6,6_128
5641f96713664c000332c8cd,135,2016-09-26 00:00:00,2017-03-02 00:00:00,True,0,6,6_135
5641f96713664c000332c8cd,136,2016-05-05 00:00:00,2017-03-13 17:34:58,True,0,6,6_136
5641f96713664c000332c8cd,140,2016-05-15 00:00:00,2017-03-19 00:00:00,True,0,6,6_140
5641f96713664c000332c8cd,143,2016-05-18 00:00:00,2017-03-19 00:00:00,True,0,6,6_143
5641f96713664c000332c8cd,145,2016-05-09 00:00:00,2017-01-29 00:00:00,True,0,6,6_145
5641f96713664c000332c8cd,147,2016-05-06 00:00:00,2017-03-20 00:00:00,True,0,6,6_147
5641f96713664c000332c8cd,148,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_148
5641f96713664c000332c8cd,149,2016-05-24 00:00:00,2017-03-20 00:00:00,True,0,6,6_149
5641f96713664c000332c8cd,152,2016-05-26 00:00:00,2017-02-11 00:00:00,True,0,6,6_152
5641f96713664c000332c8cd,153,2016-07-31 00:00:00,2017-03-20 00:00:00,True,0,6,6_153
5641f96713664c000332c8cd,154,2016-10-12 00:00:00,2017-02-05 00:00:00,True,0,6,6_154
5641f96713664c000332c8cd,155,2016-05-03 00:00:00,2017-02-26 00:00:00,True,0,6,6_155
5641f96713664c000332c8cd,156,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_156
5641f96713664c000332c8cd,159,2016-05-13 00:00:00,2017-03-17 00:00:00,True,0,6,6_159
5641f96713664c000332c8cd,161,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_161
5641f96713664c000332c8cd,162,2016-05-08 00:00:00,2017-03-20 00:00:00,True,0,6,6_162
5641f96713664c000332c8cd,164,2016-07-27 00:00:00,2017-03-18 00:00:00,True,0,6,6_164
5641f96713664c000332c8cd,165,2016-05-11 00:00:00,2017-03-20 00:00:00,True,0,6,6_165
5641f96713664c000332c8cd,166,2016-05-05 00:00:00,2017-02-27 13:19:06,False,1,6,6_166
5641f96713664c000332c8cd,167,2016-05-07 00:00:00,2017-02-13 11:16:12,False,1,6,6_167
5641f96713664c000332c8cd,174,2016-05-04 00:00:00,2017-03-20 00:00:00,True,0,6,6_174
5641f96713664c000332c8cd,176,2016-06-23 00:00:00,2017-03-01 00:00:00,False,1,6,6_176
5641f96713664c000332c8cd,178,2016-05-06 00:00:00,2017-02-25 00:00:00,True,0,6,6_178
5641f96713664c000332c8cd,184,2016-05-18 00:00:00,2016-12-31 00:00:00,True,0,6,6_184
5641f96713664c000332c8cd,187,2016-06-07 00:00:00,2017-03-19 00:00:00,True,0,6,6_187
5641f96713664c000332c8cd,189,2016-07-21 00:00:00,2017-02-27 13:19:06,False,1,6,6_189
5641f96713664c000332c8cd,191,2016-08-21 00:00:00,2017-03-20 16:01:33,True,0,6,6_191
5641f96713664c000332c8cd,192,2016-05-05 00:00:00,2017-02-28 00:00:00,True,0,6,6_192
5641f96713664c000332c8cd,194,2016-05-05 00:00:00,2017-03-16 00:00:00,True,0,6,6_194
5641f96713664c000332c8cd,201,2016-10-04 00:00:00,2017-02-19 00:00:00,True,0,6,6_201
5641f96713664c000332c8cd,202,2016-05-09 00:00:00,2017-03-20 00:00:00,True,0,6,6_202
5641f96713664c000332c8cd,207,2016-05-03 00:00:00,2017-02-01 00:07:22,True,0,6,6_207
5641f96713664c000332c8cd,210,2016-05-26 00:00:00,2017-03-16 00:00:00,True,0,6,6_210
5641f96713664c000332c8cd,219,2016-05-07 00:00:00,2017-03-20 16:01:33,True,0,6,6_219
5641f96713664c000332c8cd,223,2016-05-08 00:00:00,2017-03-18 08:29:27,True,0,6,6_223
5641f96713664c000332c8cd,229,2016-09-14 00:00:00,2017-03-20 00:00:00,True,0,6,6_229
5641f96713664c000332c8cd,232,2016-09-12 00:00:00,2017-03-15 00:00:00,True,0,6,6_232
5641f96713664c000332c8cd,239,2016-05-03 00:00:00,2017-03-20 16:01:33,True,0,6,6_239
5641f96713664c000332c8cd,242,2016-05-03 00:00:00,2017-02-27 16:35:24,True,0,6,6_242
5641f96713664c000332c8cd,243,2016-05-05 00:00:00,2017-02-25 00:00:00,True,0,6,6_243
5641f96713664c000332c8cd,245,2016-05-26 00:00:00,2017-03-20 00:00:00,True,0,6,6_245
5641f96713664c000332c8cd,250,2016-05-16 00:00:00,2017-03-20 00:00:00,True,0,6,6_250
5641f96713664c000332c8cd,258,2016-05-05 00:00:00,2017-02-06 21:39:53,True,0,6,6_258
5641f96713664c000332c8cd,264,2016-07-11 00:00:00,2017-02-12 00:00:00,False,1,6,6_264
5641f96713664c000332c8cd,267,2016-07-15 00:00:00,2017-03-10 00:00:00,True,0,6,6_267
5641f96713664c000332c8cd,268,2016-08-11 00:00:00,2017-03-20 00:00:00,True,0,6,6_268
5641f96713664c000332c8cd,269,2016-09-10 00:00:00,2017-03-20 00:00:00,True,0,6,6_269
5641f96713664c000332c8cd,270,2016-05-09 00:00:00,2017-03-16 00:00:00,True,0,6,6_270
5641f96713664c000332c8cd,271,2016-05-06 00:00:00,2017-03-20 00:00:00,True,0,6,6_271
5641f96713664c000332c8cd,272,2016-05-09 00:00:00,2017-03-20 00:00:00,True,0,6,6_272
5641f96713664c000332c8cd,277,2016-05-16 00:00:00,2017-03-20 16:01:33,True,0,6,6_277
5641f96713664c000332c8cd,352,2016-06-26 00:00:00,2017-01-02 00:00:00,False,1,6,6_352
5641f96713664c000332c8cd,360,2016-09-14 00:00:00,2017-03-20 00:00:00,True,0,6,6_360
5641f96713664c000332c8cd,402,2016-07-06 00:00:00,2017-03-20 16:01:33,True,0,6,6_402
5641f96713664c000332c8cd,416,2016-07-29 00:00:00,2017-03-01 00:00:00,True,0,6,6_416
